tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
540,2018-05-11 17:24:54.4470,2018-05-11 17:33:54.6930,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,27166,Subscriber,1977,1
507,2018-05-11 17:25:37.1010,2018-05-11 17:34:04.9660,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,28503,Customer,1969,0
1786,2018-05-12 12:46:05.3490,2018-05-12 13:15:51.5240,3479,Picnic Point,40.68512559515415,-74.02535319328308,3479,Picnic Point,40.68512559515415,-74.02535319328308,30964,Customer,1993,1
1918,2018-05-12 14:03:08.4340,2018-05-12 14:35:07.2110,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,21285,Customer,1969,0
4041,2018-05-12 14:59:08.6390,2018-05-12 16:06:30.4680,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,33443,Subscriber,1967,1
870,2018-05-12 15:26:13.1830,2018-05-12 15:40:43.2520,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,31159,Customer,1982,1
853,2018-05-12 15:26:48.2070,2018-05-12 15:41:01.7220,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,31807,Customer,1988,2
1058,2018-05-13 11:42:59.3580,2018-05-13 12:00:37.8030,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,19340,Subscriber,1983,2
565,2018-05-13 12:54:21.1650,2018-05-13 13:03:47.1410,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,30820,Subscriber,1999,2
1086,2018-05-13 17:39:00.2490,2018-05-13 17:57:06.6290,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,25731,Customer,1969,0
1147,2018-05-13 17:40:01.5600,2018-05-13 17:59:08.8130,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,21487,Customer,1969,0
729,2018-05-13 18:06:58.5020,2018-05-13 18:19:07.6610,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,26882,Customer,1969,0
673,2018-05-13 18:07:49.3780,2018-05-13 18:19:02.4210,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,30964,Customer,1969,0
654,2018-05-13 18:08:13.6950,2018-05-13 18:19:08.2230,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,19340,Customer,1969,0
610,2018-05-13 18:08:49.4990,2018-05-13 18:19:00.0580,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,27623,Customer,1969,0
1344,2018-05-14 11:38:47.7400,2018-05-14 12:01:12.0730,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,25458,Customer,1969,0
1309,2018-05-14 11:39:28.5500,2018-05-14 12:01:17.8480,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,27075,Customer,1969,0
1236,2018-05-14 13:32:33.0180,2018-05-14 13:53:09.0270,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,27623,Customer,1965,1
1291,2018-05-14 13:32:55.9080,2018-05-14 13:54:27.2410,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,21487,Customer,1965,2
1618,2018-05-14 13:43:25.7800,2018-05-14 14:10:23.7850,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,21183,Customer,1969,0
1058,2018-05-14 13:43:27.9510,2018-05-14 14:01:05.9980,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,19340,Customer,1969,0
1565,2018-05-14 13:44:09.0120,2018-05-14 14:10:15.0090,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,33142,Customer,1969,0
1584,2018-05-14 13:44:20.1180,2018-05-14 14:10:44.5470,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,20839,Customer,1969,0
901,2018-05-14 14:00:35.5640,2018-05-14 14:15:36.9470,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,32035,Customer,1972,1
918,2018-05-14 14:00:55.9420,2018-05-14 14:16:14.8890,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,31159,Customer,1981,2
517,2018-05-14 14:45:10.7320,2018-05-14 14:53:48.1300,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,27698,Subscriber,1981,1
1508,2018-05-14 16:04:54.1290,2018-05-14 16:30:02.8590,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,33142,Customer,1969,0
1454,2018-05-14 16:05:51.5890,2018-05-14 16:30:06.2040,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,32035,Customer,1969,0
1489,2018-05-14 16:06:00.4090,2018-05-14 16:30:49.7180,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,25458,Customer,1969,0
1644,2018-05-14 16:06:23.2000,2018-05-14 16:33:47.4490,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,31159,Subscriber,1989,2
1507,2018-05-15 12:45:37.3370,2018-05-15 13:10:44.8140,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,30571,Subscriber,1958,1
1514,2018-05-15 13:12:05.6570,2018-05-15 13:37:19.8560,3479,Picnic Point,40.68512559515415,-74.02535319328308,3479,Picnic Point,40.68512559515415,-74.02535319328308,32933,Customer,1969,0
1450,2018-05-15 13:12:31.7000,2018-05-15 13:36:41.9910,3479,Picnic Point,40.68512559515415,-74.02535319328308,3479,Picnic Point,40.68512559515415,-74.02535319328308,30641,Customer,1969,0
646,2018-05-15 13:18:43.9490,2018-05-15 13:29:30.9160,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,15115,Subscriber,1996,1
1394,2018-05-15 13:39:27.8930,2018-05-15 14:02:42.5650,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,32933,Customer,1969,0
1289,2018-05-15 13:41:08.4300,2018-05-15 14:02:37.5950,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,30641,Customer,1969,0
697,2018-05-15 14:19:55.2480,2018-05-15 14:31:32.9830,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,31159,Subscriber,1992,1
692,2018-05-15 14:20:00.2700,2018-05-15 14:31:33.1570,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,31664,Customer,1969,0
651,2018-05-15 14:20:42.0920,2018-05-15 14:31:33.3100,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,31422,Customer,1969,0
3693,2018-05-17 14:55:53.2380,2018-05-17 15:57:26.9790,3479,Picnic Point,40.68512559515415,-74.02535319328308,427,Bus Slip & State St,40.701907,-74.013942,32933,Customer,1969,0
3705,2018-05-17 14:55:55.1260,2018-05-17 15:57:41.0560,3479,Picnic Point,40.68512559515415,-74.02535319328308,427,Bus Slip & State St,40.701907,-74.013942,19340,Customer,1969,0
826,2018-05-17 16:14:17.0390,2018-05-17 16:28:03.4000,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,30964,Customer,1983,2
663,2018-05-18 11:47:34.6760,2018-05-18 11:58:37.7000,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,32035,Subscriber,1965,1
1409,2018-05-20 09:11:12.7760,2018-05-20 09:34:42.4740,3479,Picnic Point,40.68512559515415,-74.02535319328308,3479,Picnic Point,40.68512559515415,-74.02535319328308,33037,Customer,1969,0
226,2018-05-20 11:07:17.0640,2018-05-20 11:11:03.4530,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,28347,Subscriber,1980,2
211,2018-05-20 11:07:35.6410,2018-05-20 11:11:07.1940,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,26882,Subscriber,1980,1
990,2018-05-20 11:18:06.3640,2018-05-20 11:34:37.3290,3479,Picnic Point,40.68512559515415,-74.02535319328308,3479,Picnic Point,40.68512559515415,-74.02535319328308,31664,Subscriber,1981,1
1184,2018-05-20 11:34:02.9080,2018-05-20 11:53:47.4510,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,30279,Subscriber,1983,2
1112,2018-05-20 11:34:58.3940,2018-05-20 11:53:30.6300,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,17587,Customer,1969,0
1586,2018-05-20 11:57:14.1650,2018-05-20 12:23:41.0580,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,26882,Subscriber,1971,2
471,2018-05-20 12:30:25.2240,2018-05-20 12:38:16.9640,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,26035,Subscriber,1990,2
446,2018-05-20 12:30:52.2230,2018-05-20 12:38:18.8490,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,17555,Subscriber,1988,1
907,2018-05-20 12:57:48.6940,2018-05-20 13:12:56.6400,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,31664,Subscriber,1981,1
782,2018-05-20 13:52:23.1600,2018-05-20 14:05:26.1300,3479,Picnic Point,40.68512559515415,-74.02535319328308,3479,Picnic Point,40.68512559515415,-74.02535319328308,26035,Subscriber,1957,1
1123,2018-05-20 14:37:02.8630,2018-05-20 14:55:46.2030,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,31099,Customer,1969,0
1097,2018-05-20 14:37:31.2100,2018-05-20 14:55:48.2540,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,33037,Customer,1969,0
676,2018-05-20 14:57:20.4130,2018-05-20 15:08:36.7710,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,29137,Customer,1975,1
955,2018-05-20 15:17:39.2140,2018-05-20 15:33:35.2040,3479,Picnic Point,40.68512559515415,-74.02535319328308,3479,Picnic Point,40.68512559515415,-74.02535319328308,28347,Subscriber,1984,2
690,2018-05-20 15:27:47.4980,2018-05-20 15:39:17.8470,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,31514,Subscriber,1987,2
663,2018-05-20 15:28:15.5850,2018-05-20 15:39:19.3890,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,31081,Subscriber,1982,1
596,2018-05-20 15:39:26.9840,2018-05-20 15:49:23.4860,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,31422,Customer,1987,2
950,2018-05-20 15:39:27.2020,2018-05-20 15:55:17.2940,3479,Picnic Point,40.68512559515415,-74.02535319328308,3479,Picnic Point,40.68512559515415,-74.02535319328308,30641,Subscriber,1984,1
526,2018-05-20 15:40:25.1200,2018-05-20 15:49:11.8960,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,30918,Subscriber,1987,1
875,2018-05-20 15:42:15.9530,2018-05-20 15:56:51.3290,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,30459,Subscriber,1981,1
2867,2018-05-20 15:54:35.5250,2018-05-20 16:42:22.7270,3479,Picnic Point,40.68512559515415,-74.02535319328308,3479,Picnic Point,40.68512559515415,-74.02535319328308,19787,Subscriber,1981,2
1723,2018-05-20 16:00:38.7730,2018-05-20 16:29:22.1920,3479,Picnic Point,40.68512559515415,-74.02535319328308,3479,Picnic Point,40.68512559515415,-74.02535319328308,21487,Customer,1969,0
1494,2018-05-20 16:09:39.2240,2018-05-20 16:34:33.7790,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,27698,Customer,1969,0
1064,2018-05-20 16:13:59.5430,2018-05-20 16:31:43.8820,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,30641,Subscriber,1987,1
4110,2018-05-20 16:15:14.4640,2018-05-20 17:23:44.5880,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,30820,Customer,1969,0
2623,2018-05-20 16:27:11.6020,2018-05-20 17:10:55.5380,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,28337,Subscriber,1987,2
1687,2018-05-20 16:31:56.5720,2018-05-20 17:00:03.9350,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,21487,Customer,1969,0
553,2018-05-20 16:55:42.9900,2018-05-20 17:04:56.3920,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,20765,Subscriber,1991,1
549,2018-05-20 16:55:44.5350,2018-05-20 17:04:54.4900,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,31159,Subscriber,1990,1
547,2018-05-20 17:40:48.6250,2018-05-20 17:49:56.0660,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,30964,Subscriber,1987,1
1599,2018-05-20 17:43:17.6800,2018-05-20 18:09:57.1840,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,19828,Customer,1969,0
1580,2018-05-20 17:43:22.9520,2018-05-20 18:09:43.4440,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,19395,Customer,1969,0
1573,2018-05-20 17:43:25.2780,2018-05-20 18:09:38.3990,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,32035,Customer,1969,0
68620,2018-05-20 18:11:51.3290,2018-05-21 13:15:32.0580,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,28347,Customer,1969,0
668,2018-05-20 18:12:15.9820,2018-05-20 18:23:24.4270,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,18095,Customer,1969,0
484,2018-05-20 18:24:49.2270,2018-05-20 18:32:53.2320,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,31159,Customer,1969,0
2107,2018-05-20 18:35:22.5110,2018-05-20 19:10:30.2350,3479,Picnic Point,40.68512559515415,-74.02535319328308,398,Atlantic Ave & Furman St,40.69165183,-73.99997859999999,18872,Customer,1992,1
4280,2018-05-21 12:04:34.9670,2018-05-21 13:15:55.8830,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,18356,Customer,1957,1
1051,2018-05-21 12:58:16.4230,2018-05-21 13:15:48.3140,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,18095,Customer,1969,0
1045,2018-05-21 12:58:26.8450,2018-05-21 13:15:52.4560,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,31664,Customer,1969,0
13346,2018-05-21 13:16:56.6600,2018-05-21 16:59:23.4610,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,26615,Customer,1997,1
642,2018-05-21 13:18:31.9420,2018-05-21 13:29:14.4420,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,32937,Subscriber,1999,1
643,2018-05-21 13:18:31.7310,2018-05-21 13:29:15.0690,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,30918,Subscriber,1958,1
2080,2018-05-21 13:35:39.8390,2018-05-21 14:10:20.0050,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,28347,Subscriber,1988,1
2248,2018-05-21 13:36:27.3810,2018-05-21 14:13:55.5830,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,28502,Customer,1969,0
1231,2018-05-21 13:41:09.9500,2018-05-21 14:01:41.5270,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,32035,Customer,1969,0
1194,2018-05-21 13:41:28.7690,2018-05-21 14:01:23.0370,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,21285,Customer,1969,0
1903,2018-05-21 13:47:32.4890,2018-05-21 14:19:15.5400,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,28786,Subscriber,1977,1
1139,2018-05-21 13:49:03.2930,2018-05-21 14:08:03.0830,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,17587,Customer,1990,1
2226,2018-05-21 16:03:06.7150,2018-05-21 16:40:13.0240,3479,Picnic Point,40.68512559515415,-74.02535319328308,3479,Picnic Point,40.68512559515415,-74.02535319328308,21285,Customer,1969,0
2169,2018-05-21 16:04:04.6730,2018-05-21 16:40:14.2770,3479,Picnic Point,40.68512559515415,-74.02535319328308,3479,Picnic Point,40.68512559515415,-74.02535319328308,26882,Customer,1969,0
245,2018-05-21 16:06:38.0950,2018-05-21 16:10:43.2320,3479,Picnic Point,40.68512559515415,-74.02535319328308,3479,Picnic Point,40.68512559515415,-74.02535319328308,28378,Subscriber,1990,1
704,2018-05-21 16:10:01.5720,2018-05-21 16:21:45.7980,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,33443,Customer,1969,0
631,2018-05-21 16:11:09.7850,2018-05-21 16:21:41.5900,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,19787,Subscriber,1990,1
2184,2018-05-21 17:09:33.2490,2018-05-21 17:45:57.7360,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,27166,Customer,1969,0
1340,2018-05-21 17:09:39.7640,2018-05-21 17:32:00.1920,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,19003,Customer,1969,0
2177,2018-05-21 17:09:41.7260,2018-05-21 17:45:59.1690,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,18095,Customer,1969,0
80566,2018-05-21 17:09:44.5760,2018-05-22 15:32:31.4280,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,19828,Customer,1969,0
1963,2018-05-21 17:11:45.7100,2018-05-21 17:44:29.2070,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,26882,Subscriber,1999,1
676,2018-05-21 17:14:59.5620,2018-05-21 17:26:16.3280,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,27951,Customer,1989,1
148376,2018-05-21 17:21:58.2270,2018-05-23 10:34:55.0770,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,26518,Customer,1969,0
1989,2018-05-21 17:22:18.3960,2018-05-21 17:55:27.7320,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,28502,Customer,1969,0
958,2018-05-21 17:24:16.9960,2018-05-21 17:40:15.3830,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,28347,Customer,1969,0
761,2018-05-21 17:25:19.0440,2018-05-21 17:38:00.3240,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,21487,Subscriber,1988,2
124,2018-05-22 14:41:15.9200,2018-05-22 14:43:20.3130,3479,Picnic Point,40.68512559515415,-74.02535319328308,3479,Picnic Point,40.68512559515415,-74.02535319328308,31099,Subscriber,1974,2
2932,2018-05-22 14:44:19.3510,2018-05-22 15:33:11.8150,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,28378,Subscriber,1974,2
739,2018-05-23 11:07:39.2390,2018-05-23 11:19:58.3860,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,30918,Customer,1969,0
1160,2018-05-23 13:41:09.6700,2018-05-23 14:00:30.6600,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,19015,Subscriber,1986,1
563,2018-05-23 16:43:11.1600,2018-05-23 16:52:34.6140,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,31664,Subscriber,1989,1
501,2018-05-23 16:43:54.9240,2018-05-23 16:52:16.5610,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,30459,Subscriber,1990,1
1894,2018-05-24 10:54:58.1450,2018-05-24 11:26:32.2260,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,26882,Customer,1969,0
1854,2018-05-24 10:55:40.5260,2018-05-24 11:26:34.5760,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,31099,Customer,1969,0
978,2018-05-24 10:57:12.0130,2018-05-24 11:13:30.1380,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,30982,Customer,1969,0
991,2018-05-24 10:57:22.0090,2018-05-24 11:13:53.8040,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,28502,Customer,1969,0
945,2018-05-24 13:02:23.3710,2018-05-24 13:18:08.8060,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,33443,Subscriber,1982,1
1212,2018-05-24 14:10:18.2670,2018-05-24 14:30:31.0760,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,16251,Customer,1969,0
1197,2018-05-24 14:10:18.7240,2018-05-24 14:30:16.0490,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,26615,Subscriber,1957,2
2231,2018-05-24 14:28:33.7180,2018-05-24 15:05:44.9500,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,26518,Subscriber,1961,1
1896,2018-05-25 11:43:30.6470,2018-05-25 12:15:07.1150,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,31514,Subscriber,1991,2
1862,2018-05-25 11:43:54.7920,2018-05-25 12:14:57.5760,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,18356,Subscriber,1980,2
734,2018-05-25 12:10:37.1010,2018-05-25 12:22:51.7280,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,17555,Subscriber,1979,2
1172,2018-05-25 13:11:51.1670,2018-05-25 13:31:23.9780,3479,Picnic Point,40.68512559515415,-74.02535319328308,3479,Picnic Point,40.68512559515415,-74.02535319328308,17587,Customer,1962,1
2066,2018-05-25 13:26:09.5540,2018-05-25 14:00:35.9960,3479,Picnic Point,40.68512559515415,-74.02535319328308,3479,Picnic Point,40.68512559515415,-74.02535319328308,32035,Subscriber,1979,1
372,2018-05-25 13:57:40.1780,2018-05-25 14:03:52.2780,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,28378,Customer,1962,1
317,2018-05-25 14:22:19.8670,2018-05-25 14:27:37.1380,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,18503,Subscriber,1987,0
1700,2018-05-25 14:42:18.6820,2018-05-25 15:10:38.6890,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,33037,Subscriber,1979,1
649,2018-05-25 15:14:21.7180,2018-05-25 15:25:11.6270,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,18095,Subscriber,1985,1
634,2018-05-25 15:14:46.9090,2018-05-25 15:25:21.4560,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,20857,Customer,1969,0
1933,2018-05-25 16:17:30.8650,2018-05-25 16:49:44.8050,3479,Picnic Point,40.68512559515415,-74.02535319328308,315,South St & Gouverneur Ln,40.70355377,-74.00670227,32035,Subscriber,1957,1
301,2018-05-25 16:42:00.4920,2018-05-25 16:47:02.2160,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,33443,Subscriber,1992,2
1254,2018-05-25 17:23:03.2170,2018-05-25 17:43:58.0510,3479,Picnic Point,40.68512559515415,-74.02535319328308,3254,Soissons Landing,40.69231660719192,-74.01486575603484,33037,Subscriber,1992,2
2254,2018-05-25 18:36:45.9430,2018-05-25 19:14:20.6670,3479,Picnic Point,40.68512559515415,-74.02535319328308,3182,Yankee Ferry Terminal,40.686931,-74.016966,31099,Subscriber,1991,1
